#ASV ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_6762,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,
ASV_6763,d__Bacteria,p__Patescibacteria,c__Parcubacteria,,,,
ASV_6764,d__Bacteria,p__Chloroflexi,c__TK10,o__TK10,f__TK10,g__TK10,s__uncultured_soil
ASV_6765,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Parcubacteria,f__Parcubacteria,g__Parcubacteria,s__uncultured_Parcubacteria
ASV_6766,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,
ASV_6767,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Paracaedibacterales,f__Paracaedibacteraceae,g__Candidatus_Paracaedibacter,
ASV_6768,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,
ASV_6769,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudorhodoplanes,
ASV_6770,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Parcubacteria,f__Parcubacteria,g__Parcubacteria,s__uncultured_Parcubacteria
ASV_6771,d__Bacteria,p__Patescibacteria,c__Dojkabacteria,o__Dojkabacteria,f__Dojkabacteria,g__Dojkabacteria,s__uncultured_organism
ASV_6772,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,,
ASV_6773,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Peptostreptococcaceae,g__Clostridioides,
ASV_6774,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_hauense
ASV_6775,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__Monocercomonoides_sp.
ASV_6776,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__Gracilibacteria,f__Gracilibacteria,g__Gracilibacteria,s__uncultured_bacterium
ASV_6777,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__uncultured_bacterium
ASV_6778,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,,
ASV_6779,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__Azospirillum,
ASV_6780,d__Bacteria,p__Patescibacteria,c__WWE3,o__WWE3,f__WWE3,g__WWE3,
ASV_6781,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__uncultured,s__uncultured_soil
ASV_6782,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Candidatus_Roizmanbacteria,f__Candidatus_Roizmanbacteria,g__Candidatus_Roizmanbacteria,s__Microgenomates_bacterium
ASV_6783,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Nomurabacteria,f__Candidatus_Nomurabacteria,g__Candidatus_Nomurabacteria,s__uncultured_bacterium
ASV_6784,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,
ASV_6785,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Spirochaeta,s__uncultured_Spirochaetes
ASV_6786,d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__Babeliaceae,g__Babeliaceae,s__uncultured_bacterium
ASV_6787,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__uncultured,g__uncultured,
ASV_6788,d__Bacteria,p__Verrucomicrobiota,c__Omnitrophia,o__Omnitrophales,f__Omnitrophaceae,g__Candidatus_Omnitrophus,s__uncultured_bacterium
ASV_6789,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__uncultured_Verrucomicrobiales
ASV_6790,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Salinispira,s__uncultured_bacterium
ASV_6791,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pirellula,
ASV_6792,d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__Babeliaceae,g__Babeliaceae,s__uncultured_bacterium
ASV_6793,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Alkanindiges,
ASV_6794,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,,
ASV_6795,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,
ASV_6796,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,
ASV_6797,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pirellula,
ASV_6798,d__Bacteria,p__Patescibacteria,c__Dojkabacteria,o__Dojkabacteria,f__Dojkabacteria,g__Dojkabacteria,s__uncultured_bacterium
ASV_6799,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Yersiniaceae,g__Serratia,
ASV_6800,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Hydrogenophaga,
ASV_6801,d__Bacteria,p__Bacteroidota,c__Kapabacteria,o__Kapabacteriales,f__Kapabacteriales,g__Kapabacteriales,s__metagenome
ASV_6802,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,
ASV_6803,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__Sphingobacterium_alimentarium
ASV_6804,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Polynucleobacter,s__uncultured_Polynucleobacter
ASV_6805,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Adhaeribacter,
ASV_6806,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__AB1,g__AB1,
ASV_6807,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Muribaculaceae,s__uncultured_bacterium
ASV_6808,d__Bacteria,p__Verrucomicrobiota,c__Omnitrophia,o__Omnitrophales,f__Omnitrophaceae,g__Candidatus_Omnitrophus,
ASV_6809,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellae,o__WCHB1-41,f__WCHB1-41,g__WCHB1-41,s__uncultured_Verrucomicrobia
ASV_6810,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Candidatus_Pacebacteria,f__Candidatus_Pacebacteria,g__Candidatus_Pacebacteria,s__uncultured_bacterium
ASV_6811,d__Bacteria,,,,,,
ASV_6812,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,
ASV_6813,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,
ASV_6814,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Kocuria,
ASV_6815,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__AB1,g__AB1,s__uncultured_bacterium
ASV_6816,d__Bacteria,p__Verrucomicrobiota,c__Omnitrophia,o__Omnitrophales,f__Omnitrophaceae,g__Candidatus_Omnitrophus,s__bioreactor_metagenome
ASV_6817,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Pseudohongiellaceae,g__BIyi10,s__metagenome
ASV_6818,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__BIrii41,g__BIrii41,
ASV_6819,d__Bacteria,p__Cyanobacteria,c__Vampirivibrionia,o__Gastranaerophilales,f__Gastranaerophilales,g__Gastranaerophilales,s__uncultured_cyanobacterium
ASV_6820,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__Peredibacter_starrii
ASV_6821,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Luteimonas,
ASV_6822,d__Bacteria,p__Actinobacteriota,c__RBG-16-55-12,o__RBG-16-55-12,f__RBG-16-55-12,g__RBG-16-55-12,s__uncultured_actinomycete
ASV_6823,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Adhaeribacter,
ASV_6824,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__uncultured,g__uncultured,s__uncultured_planctomycete
ASV_6825,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Bryobacter,
ASV_6826,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__A4b,s__uncultured_bacterium
ASV_6827,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Phormidesmiales,,,
ASV_6828,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Cyanobacteriaceae,,
ASV_6829,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidetes_vadinHA17,g__Bacteroidetes_vadinHA17,
ASV_6830,d__Bacteria,p__Verrucomicrobiota,c__Omnitrophia,o__Omnitrophales,f__Omnitrophaceae,g__Candidatus_Omnitrophus,
ASV_6831,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,,,
ASV_6832,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,
ASV_6833,d__Bacteria,p__Bacteroidota,c__Bacteroidia,,,,
ASV_6834,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__A4b,s__uncultured_bacterium
ASV_6835,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadales,g__Saccharimonadales,s__uncultured_bacterium
ASV_6836,d__Bacteria,p__Verrucomicrobiota,c__Omnitrophia,o__Omnitrophales,f__Omnitrophaceae,g__Candidatus_Omnitrophus,s__uncultured_organism
ASV_6837,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured,
ASV_6838,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__OLB12,
ASV_6839,d__Bacteria,p__Myxococcota,c__bacteriap25,o__bacteriap25,f__bacteriap25,g__bacteriap25,
ASV_6840,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Terrimonas,s__uncultured_bacterium
ASV_6841,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Nomurabacteria,f__Candidatus_Nomurabacteria,g__Candidatus_Nomurabacteria,s__uncultured_bacterium
ASV_6842,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__uncultured_bacterium
ASV_6843,d__Bacteria,p__Patescibacteria,c__WWE3,o__WWE3,f__WWE3,g__WWE3,s__uncultured_bacterium
ASV_6844,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__Gracilibacteria,f__Gracilibacteria,g__Gracilibacteria,
ASV_6845,d__Bacteria,p__Patescibacteria,c__ABY1,o__Candidatus_Kerfeldbacteria,f__Candidatus_Kerfeldbacteria,g__Candidatus_Kerfeldbacteria,s__uncultured_bacterium
ASV_6846,d__Bacteria,p__Patescibacteria,c__ABY1,o__Candidatus_Kerfeldbacteria,f__Candidatus_Kerfeldbacteria,g__Candidatus_Kerfeldbacteria,s__uncultured_bacterium
ASV_6847,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Paenisporosarcina,
ASV_6848,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__uncultured,
ASV_6849,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__MM2,s__uncultured_bacterium
ASV_6850,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__LD29,s__uncultured_bacterium
ASV_6851,d__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__JG30-KF-CM45,s__uncultured_Chloroflexi
ASV_6852,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__uncultured,s__uncultured_Chloroflexi
ASV_6853,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__DEV007,g__DEV007,s__uncultured_organism
ASV_6854,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__OPB41,f__OPB41,g__OPB41,
ASV_6855,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__[Eubacterium]_coprostanoligenes_group,g__[Eubacterium]_coprostanoligenes_group,
ASV_6856,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,
ASV_6857,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__Candidatus_Kaiserbacteria,g__Candidatus_Kaiserbacteria,s__uncultured_bacterium
ASV_6858,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,
ASV_6859,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Limnobacter,s__uncultured_bacterium
ASV_6860,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__uncultured_bacterium
ASV_6861,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellae,o__WCHB1-41,f__WCHB1-41,g__WCHB1-41,
ASV_6862,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,
ASV_6863,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,
ASV_6864,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,
ASV_6865,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,
ASV_6866,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Wolfebacteria,f__Candidatus_Wolfebacteria,g__Candidatus_Wolfebacteria,s__uncultured_bacterium
ASV_6867,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,
ASV_6868,d__Bacteria,p__Patescibacteria,c__Dojkabacteria,o__Dojkabacteria,f__Dojkabacteria,g__Dojkabacteria,s__uncultured_anaerobic
ASV_6869,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_vitaeruminis
ASV_6870,d__Bacteria,,,,,,
ASV_6871,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,
ASV_6872,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__DEV007,g__DEV007,s__uncultured_verrucomicrobium
ASV_6873,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Gloeocapsaceae,g__Gleocapsa,
ASV_6874,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Morganellaceae,g__Proteus,
ASV_6875,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured,s__uncultured_bacterium
ASV_6876,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__uncultured_bacterium
ASV_6877,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__uncultured_bacterium
ASV_6878,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__Brevundimonas_aveniformis
ASV_6879,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Nomurabacteria,f__Candidatus_Nomurabacteria,g__Candidatus_Nomurabacteria,s__uncultured_Parcubacteria
ASV_6880,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Algoriphagus,s__uncultured_bacterium
ASV_6881,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__uncultured_bacterium
ASV_6882,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Synechococcus_CC9902,
ASV_6883,d__Bacteria,p__Patescibacteria,c__Parcubacteria,,,,
ASV_6884,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Alkanindiges,s__uncultured_bacterium
ASV_6885,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__1-20,f__1-20,g__1-20,s__uncultured_bacterium
ASV_6886,d__Bacteria,p__Patescibacteria,c__WWE3,o__WWE3,f__WWE3,g__WWE3,s__uncultured_Alphaproteobacteria
ASV_6887,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,
ASV_6888,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,
ASV_6889,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,
ASV_6890,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SH3-11,s__metagenome
ASV_6891,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__uncultured,
ASV_6892,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiales_Incertae_Sedis,g__Bauldia,s__metagenome
ASV_6893,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Anaerotruncus,s__uncultured_bacterium
ASV_6894,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__NS11-12_marine_group,g__NS11-12_marine_group,s__uncultured_soil
ASV_6895,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Gloeocapsaceae,g__Gleocapsa,s__uncultured_Gloeocapsa
ASV_6896,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Terrimicrobiaceae,g__Terrimicrobium,
ASV_6897,d__Bacteria,p__Verrucomicrobiota,c__Omnitrophia,o__Omnitrophales,f__Omnitrophaceae,g__Candidatus_Omnitrophus,s__uncultured_bacterium
ASV_6898,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellae,o__WCHB1-41,f__WCHB1-41,g__WCHB1-41,s__uncultured_prokaryote
ASV_6899,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Pseudonocardia,
ASV_6900,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Aeromonas,
ASV_6901,d__Bacteria,p__Patescibacteria,c__ABY1,o__Candidatus_Kerfeldbacteria,f__Candidatus_Kerfeldbacteria,g__Candidatus_Kerfeldbacteria,s__uncultured_bacterium
ASV_6902,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Tabrizicola,
ASV_6903,d__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__JG30-KF-CM45,
ASV_6904,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__uncultured,g__uncultured,s__metagenome
ASV_6905,d__Bacteria,p__Patescibacteria,c__Berkelbacteria,o__Berkelbacteria,f__Berkelbacteria,g__Berkelbacteria,s__uncultured_bacterium
ASV_6906,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__alphaI_cluster,
ASV_6907,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Paenisporosarcina,
ASV_6908,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__SM2D12,g__SM2D12,s__uncultured_bacterium
ASV_6909,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methyloligellaceae,g__Methyloligellaceae,s__uncultured_Hyphomicrobiaceae
ASV_6910,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,
ASV_6911,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Nibribacter,s__uncultured_bacterium
ASV_6912,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Nomurabacteria,f__Candidatus_Nomurabacteria,g__Candidatus_Nomurabacteria,s__uncultured_bacterium
ASV_6913,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Holosporales,f__Holosporaceae,g__uncultured,s__uncultured_bacterium
ASV_6914,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Piscirickettsiales,f__Piscirickettsiaceae,g__Candidatus_Endoecteinascidia,s__uncultured_bacterium
ASV_6915,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__Candidatus_Kaiserbacteria,g__Candidatus_Kaiserbacteria,s__uncultured_bacterium
ASV_6916,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__Aminicenantales,f__Aminicenantales,g__Aminicenantales,s__uncultured_Aminicenantes
ASV_6917,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Terrimicrobiaceae,g__Terrimicrobium,
ASV_6918,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__uncultured,s__uncultured_organism
ASV_6919,d__Bacteria,p__Patescibacteria,c__ABY1,o__Candidatus_Magasanikbacteria,f__Candidatus_Magasanikbacteria,g__Candidatus_Magasanikbacteria,
ASV_6920,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_inops
ASV_6921,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,,
ASV_6922,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,,
ASV_6923,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Limnohabitans,
ASV_6924,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,
ASV_6925,d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__Vermiphilaceae,g__Vermiphilaceae,s__uncultured_bacterium
ASV_6926,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadales,g__Saccharimonadales,s__marine_metagenome
ASV_6927,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,
ASV_6928,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__uncultured,g__uncultured,
ASV_6929,d__Bacteria,p__Firmicutes,c__Bacilli,o__Exiguobacterales,f__Exiguobacteraceae,g__Exiguobacterium,
ASV_6930,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,
ASV_6931,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellae,o__WCHB1-41,f__WCHB1-41,g__WCHB1-41,
ASV_6932,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,
ASV_6933,d__Bacteria,p__Actinobacteriota,c__MB-A2-108,o__MB-A2-108,f__MB-A2-108,g__MB-A2-108,s__uncultured_Actinomycetales
ASV_6934,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__uncultured_bacterium
ASV_6935,d__Bacteria,p__Planctomycetota,c__vadinHA49,o__vadinHA49,f__vadinHA49,g__vadinHA49,s__uncultured_organism
ASV_6936,d__Bacteria,p__Verrucomicrobiota,c__Omnitrophia,o__Omnitrophales,f__Omnitrophaceae,g__Candidatus_Omnitrophus,s__uncultured_prokaryote
ASV_6937,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Ferribacterium,s__uncultured_bacterium
ASV_6938,d__Bacteria,p__Campilobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__uncultured,s__uncultured_bacterium
ASV_6939,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Paludicola,s__uncultured_bacterium
ASV_6940,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Bilophila,
ASV_6941,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__metagenome
